"id","subc_id","c10","c20","c30","c40","c50","c60","c70","c80","c90","c100","c110","c120","c130","c140","c150","c160","c170","c180","c190","c200","c210","c220"
4058486834,509708645,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0,0,0
4058609507,508583916,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0
4058529294,508444225,0,0,0,0.111,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058602686,507586747,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
4058509672,509007636,0.067,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058468013,507069768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0.873,0
4058505429,508971884,0.236,0,0.05,0,0,0.114,0,0,0,0.086,0,0,0.136,0,0,0,0,0,0.379,0,0,0
4058494565,509299667,0,0,0,0,0,0.486,0.086,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0
4058567366,506767541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058528046,508428255,0.412,0,0.118,0,0,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0.176,0,0,0
4058568580,507326871,0.412,0,0.412,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0
4058552437,506603813,0,0,0,0,0,0.914,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0
4058488388,507684639,0.926,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0
4058488024,507937479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058504946,509118377,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0,0,0,0,0,0.174,0,0,0
4058551824,506438607,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
4058511838,507470393,0,0,0.625,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0
4058607842,507193312,0.688,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0
4058633101,506292274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058591914,508315069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
