"id","subc_id","bio1_mean","bio12_mean","bio15_mean"
4058605518,506813868,9.45,648.7941,15.5412
4058521610,506924432,9.4476,602.831,16.5867
4058544136,506922210,9.4994,587.9395,17.0069
4058567644,507701435,9.6958,598.6322,20.3213
4058567613,506700948,8.8437,567.9131,19.7457
4058556451,506328374,8.8375,818.472,17.0982
4058525517,506976496,9.0986,799.0312,13.3339
4058565622,506810418,8.9209,569.3528,21.6408
4058553293,506422241,8.7539,804.1161,16.1133
4058544119,507682082,8.6067,670.0789,16.299
4058553291,506370906,8.8114,910.0745,18.2337
4058476642,507774859,9.6422,611.9809,21.3855
4058463953,508126854,9.966,951.4711,11.7063
4058524493,506822488,9.4472,636.9842,15.7308
4058475643,507735270,9.7729,594.2622,20.1472
4058550298,506389387,8.716,832.5387,15.9587
4058531514,507005318,9.5652,768.7693,14.0475
4058567009,508312932,9.4632,652.1326,21.2806
4058561457,506372925,8.7739,944.7393,19.5627
4058525503,506874389,9.45,618.5446,16.334
4058481646,508039386,9.5389,623.4228,20.8011
4058521643,506800520,8.8549,630.3604,15.4979
4058619292,506626679,8.8131,556.8205,18.2993
4058549293,506474689,8.7475,687.8669,17.1658
4058477619,506915310,8.8489,611.5438,16.1127
4058632280,506331416,8.7547,803.9115,16.535
4058618284,506312798,8.8139,790.8022,16.4511
4058559304,506416192,8.7041,822.3825,15.9402
4058461540,507257839,9.1897,653.4478,20.4393
4058521615,507021712,9.2543,555.1682,23.6676
4058481667,507604439,9.75,613.9769,19.6
4058503133,506922210,9.4994,587.9395,17.0069
4058632297,506264682,8.5634,895.5398,20.2929
4058475632,506906413,9.1206,607.043,16.2088
4058565641,506848656,8.5973,686.3427,24.0779
4058586126,507757789,8.2184,715.49,29.313
4058476660,507796070,9.75,596.6181,20.4
4058544116,506907383,9.45,612.163,16.4
4058556448,506364061,8.7533,790.6119,17.4129
4058567642,506729840,8.9914,552.7819,23.4844
4058481618,507072777,9.0504,608.2395,16.4804
4058632295,506627827,9.1844,745.1656,14.7
4058528508,506815418,9.4466,637.3237,15.7283
4058625499,506972563,9.0988,799.0131,13.3344
4058567617,507180672,8.8128,678.0153,33.6737
4058565666,507258497,8.8126,678.0658,33.6766
4058618287,506472307,8.7602,825.4542,15.7834
4058586130,507039197,9.45,577.5768,17.3936
4058489972,509733563,9.6139,954.1168,14.111
