"id","subc_id","bio1_min","bio1_max","bio1_mean","bio1_sd","bio12_min","bio12_max","bio12_mean","bio12_sd","bio15_min","bio15_max","bio15_mean","bio15_sd"
4058475635,507092344,9.35,9.35,9.35,0,590.1,590.1,590.1,0,17.1,17.1,17.1,0
4058547540,507186142,9.45,9.45,9.45,0,593,594,593.1429,0.3499,18.1,18.1,18.1,0
4058453540,507186142,9.45,9.45,9.45,0,593,594,593.1429,0.3499,18.1,18.1,18.1,0
4058461540,507257839,9.45,9.55,9.5357,0.035,585.7,587.3,585.9286,0.5599,18.2,18.2,18.2,0
4058481665,506962494,9.15,9.25,9.1623,0.0329,599.5,602.2,600.7123,0.5645,16.8,16.9,16.8877,0.0329
4058565646,507426249,9.65,9.65,9.65,0,603.9,604.7,604.6385,0.2132,18.5,18.5,18.5,0
4058475608,506952590,9.15,9.15,9.15,0,618.5,621.7,618.6684,0.7146,18.3,18.3,18.3,0
4058475605,506740454,8.75,8.75,8.75,0,597.3,597.3,597.3,0,17.6,17.6,17.6,0
4058567613,506700948,8.95,8.95,8.95,0,533.1,535.2,533.2105,0.4689,19.8,19.8,19.8,0
4058602640,506878118,8.95,8.95,8.95,0,583,586,583.9057,1.3772,21,21.1,21.0698,0.0459
4058521634,507006105,9.25,9.35,9.2675,0.038,555.9,559.1,558.075,1.1126,20.1,20.2,20.1175,0.038
4058521659,506984701,9.15,9.15,9.15,0,573.9,580,577.7125,2.9531,19.4,19.5,19.4625,0.0484
4058481656,507001534,9.25,9.25,9.25,0,576.1,577.9,576.8,0.8541,18.5,18.6,18.5947,0.0223
4058477651,507604439,9.75,9.75,9.75,0,610.4,615.7,613.7474,2.5566,19.6,19.6,19.6,0
4058481667,507604439,9.75,9.75,9.75,0,610.4,615.7,613.7474,2.5566,19.6,19.6,19.6,0
4058521653,507739457,9.85,9.85,9.85,0,597.9,600,597.9973,0.3491,20.1,20.1,20.1,0
4058481650,507739457,9.85,9.85,9.85,0,597.9,600,597.9973,0.3491,20.1,20.1,20.1,0
4058567657,507707803,9.85,9.85,9.85,0,604.2,604.2,604.2,0,20,20,20,0
4058476660,507796070,9.75,9.75,9.75,0,596.3,598.9,596.5889,0.8171,20.4,20.4,20.4,0
4058567644,507701435,9.75,9.75,9.75,0,604.6,605.7,604.9276,0.3956,20,20,20,0
4058602634,508156470,9.75,9.75,9.75,0,621.5,628.5,626.519,1.9718,21,21.1,21.0159,0.0365
4058481641,508156470,9.75,9.75,9.75,0,621.5,628.5,626.519,1.9718,21,21.1,21.0159,0.0365
4058481646,508039386,9.75,9.75,9.75,0,592,592,592,0,22.3,22.3,22.3,0
4058466445,506268456,8.65,8.75,8.6594,0.0291,840.9,847.3,843.875,2.06,19.7,19.8,19.7313,0.0464
4058618283,506270946,8.65,8.75,8.6754,0.0435,842.4,845.6,843.2136,1.3934,19.7,19.7,19.7,0
4058503135,507434918,9.65,9.65,9.65,0,548.1,549.8,548.9861,0.831,19.7,19.8,19.7491,0.05
4058567009,508312932,9.55,9.55,9.55,0,650.9,651.8,651.2,0.4243,21.6,21.7,21.6667,0.0471
4058579620,508681274,8.95,9.25,9.2026,0.1094,635.1,642.5,639.3895,2.635,23.8,23.8,23.8,0
4058595118,507757775,9.75,9.75,9.75,0,583.2,588,586.5033,1.6564,17.9,18,17.9967,0.018
4058544127,507260844,9.65,9.65,9.65,0,577.8,578.9,578.4094,0.4943,19.8,19.8,19.8,0
4058567649,507114626,9.55,9.55,9.55,0,565.9,568.3,567.75,0.745,18.5,18.6,18.5891,0.0312
4058521646,507081831,9.55,9.55,9.55,0,565.1,565.1,565.1,0,18.2,18.2,18.2,0
4058475644,507061284,9.55,9.55,9.55,0,566.9,567.7,566.9889,0.2514,17.8,17.9,17.8889,0.0314
4058586130,507039197,9.45,9.45,9.45,0,577.3,577.6,577.3667,0.1247,17.4,17.4,17.4,0
4058498126,506992195,9.35,9.45,9.3727,0.0419,594.6,596.6,596.1455,0.8381,16.8,16.8,16.8,0
4058498133,506992195,9.35,9.45,9.3727,0.0419,594.6,596.6,596.1455,0.8381,16.8,16.8,16.8,0
4058475636,507028004,9.45,9.45,9.45,0,582.2,584.8,584.0316,0.8705,17.7,17.8,17.7203,0.0402
4058481618,507072777,9.45,9.55,9.5473,0.0163,568.6,570.6,569.7374,0.5692,18,18.1,18.0341,0.0474
4058477628,507333361,9.65,9.65,9.65,0,577.6,578.2,577.672,0.195,18.5,18.5,18.5,0
4058521657,507041595,9.45,9.45,9.45,0,585,588.1,585.9,1.0214,17.2,17.3,17.2236,0.0425
4058475632,506906413,9.15,9.15,9.15,0,612.2,614.1,613.5851,0.7054,16.1,16.1,16.1,0
4058477619,506915310,9.15,9.15,9.15,0,621.3,621.3,621.3,0,16.3,16.3,16.3,0
4058565614,506882174,8.95,9.05,9.0152,0.0476,635.8,637,636.1652,0.4593,16,16.1,16.0957,0.0204
4058521643,506800520,8.95,8.95,8.95,0,613.7,619.4,614.84,2.28,15.5,15.5,15.5,0
4058632297,506264682,8.65,8.65,8.65,0,868.7,868.9,868.8118,0.0993,20,20,20,0
4058550300,506368874,8.95,8.95,8.95,0,873.6,873.6,873.6,0,18.6,18.6,18.6,0
4058553291,506370906,8.85,8.95,8.853,0.0171,873.4,875.5,873.7152,0.2278,18.5,18.6,18.5985,0.0122
4058550284,506309824,8.75,8.85,8.8346,0.0361,871.7,876.7,875.9308,1.804,18.6,18.6,18.6,0
4058632279,506331881,8.85,8.85,8.85,0,854.7,860.1,856.534,2.5573,17.4,17.4,17.4,0
4058531508,506616117,9.25,9.25,9.25,0,847.5,854.1,849.3786,1.8895,16.4,16.5,16.4905,0.0294
4058625498,506612200,9.25,9.25,9.25,0,845.5,849,848.75,0.9014,16.5,16.5,16.5,0
4058625502,506611422,9.35,9.35,9.35,0,842.7,842.7,842.7,0,16.5,16.5,16.5,0
4058625499,506972563,9.55,9.55,9.55,0,754.2,758.9,755.7644,2.2125,14.9,14.9,14.9,0
4058525517,506976496,9.55,9.55,9.55,0,745.8,754.2,749.9311,2.8769,14.9,15,14.9215,0.0411
4058605516,506960119,9.55,9.55,9.55,0,764.4,771.4,768.9581,3.3362,14.9,15,14.9651,0.0477
4058524497,506898583,9.45,9.55,9.546,0.0196,795.1,798.2,798.076,0.6075,14.7,14.7,14.7,0
4058561457,506372925,8.85,8.85,8.85,0,905.4,916,911.6138,5.2206,19.4,19.4,19.4,0
4058531514,507005318,9.65,9.65,9.65,0,765,765,765,0,14.1,14.1,14.1,0
4058524502,506606743,9.35,9.35,9.35,0,837.6,842,839.8625,2.0624,18.5,18.6,18.5325,0.0468
4058495119,508415926,8.55,8.55,8.55,0,719.6,723.1,721.875,1.6694,11.9,11.9,11.9,0
4058495120,509214374,10.35,10.35,10.35,0,713.6,716,715.9226,0.424,11.3,11.3,11.3,0
4058598961,507862186,9.55,9.55,9.55,0,910.4,913.1,912.5952,0.9068,12.3,12.4,12.346,0.0498
4058560947,507905482,9.75,9.75,9.75,0,891.3,891.3,891.3,0,12.2,12.2,12.2,0
4058497113,507636609,9.65,9.65,9.65,0,536.1,536.1,536.1,0,22.1,22.1,22.1,0
4058497111,507394037,9.65,9.65,9.65,0,561.5,561.5,561.5,0,19.9,19.9,19.9,0
4058463951,507878476,9.85,9.85,9.85,0,884.7,884.7,884.7,0,12.3,12.3,12.3,0
4058464952,508106045,8.65,8.85,8.8318,0.0575,1066.1,1091.9,1068.4456,7.417,10.9,10.9,10.9,0
4058541115,509072934,9.55,9.75,9.7426,0.0378,923.5,948.5,924.4259,4.7213,11.9,12,11.9963,0.0189
4058524501,507273280,9.65,9.65,9.65,0,728,728.7,728.3744,0.3491,13.1,13.2,13.1535,0.0499
4058568503,507042621,9.35,9.45,9.36,0.03,794.6,795.1,794.65,0.15,13.6,13.6,13.6,0
4058559304,506416192,8.85,8.85,8.85,0,792,795.6,795,1.3416,16,16,16,0
4058469470,506477023,8.75,8.95,8.9278,0.0629,809.7,817.1,810.5222,2.3256,15.4,15.4,15.4,0
4058553293,506422241,8.75,8.75,8.75,0,820.9,821.4,821.3,0.2,15.7,15.8,15.78,0.04
4058632290,506422241,8.75,8.75,8.75,0,820.9,821.4,821.3,0.2,15.7,15.8,15.78,0.04
4058550269,506424468,8.75,8.75,8.75,0,820.9,826.3,822.3471,1.2436,15.5,15.6,15.5912,0.0284
4058561461,506423918,8.75,8.75,8.75,0,821.3,828.4,824.5396,1.8628,15.5,15.6,15.5964,0.0186
4058618287,506472307,8.85,8.85,8.85,0,820.3,825.7,821.9784,2.4993,15.1,15.2,15.1689,0.0463
4058621302,506355644,8.75,8.85,8.7716,0.0412,852.6,862.1,855.8526,2.1118,16.8,16.9,16.8876,0.0329
4058618289,506344273,8.75,8.85,8.8444,0.0229,855.9,863.6,856.3278,1.7638,17,17,17,0
4058556451,506328374,8.85,8.85,8.85,0,818.1,818.1,818.1,0,17.1,17.1,17.1,0
4058469460,506330492,8.75,8.85,8.8471,0.0167,819.9,823.1,821.4486,0.6096,17,17,17,0
4058550279,506302984,8.95,9.05,9.0344,0.0363,739.9,753.3,748.2969,5.7694,16.2,16.2,16.2,0
4058466468,506367400,8.75,8.75,8.75,0,819,829,824.9241,3.0959,16.3,16.4,16.3138,0.0345
4058632281,506346776,8.75,8.75,8.75,0,833,836,834.1603,1.4333,16.6,16.7,16.6333,0.0471
4058466443,506314737,8.85,8.85,8.85,0,762.9,768.7,765.2611,1.9288,16.7,16.7,16.7,0
4058469475,506298995,8.95,8.95,8.95,0,764,767.6,765.0723,1.6464,17.1,17.1,17.1,0
4058632293,506331416,8.75,8.75,8.75,0,790.6,792.6,792.2736,0.4726,16.6,16.7,16.6056,0.0229
4058632280,506331416,8.75,8.75,8.75,0,790.6,792.6,792.2736,0.4726,16.6,16.7,16.6056,0.0229
4058550298,506389387,8.75,8.75,8.75,0,799.6,804.9,801.4929,2.5395,16.1,16.1,16.1,0
4058618284,506312798,8.85,8.85,8.85,0,774.6,774.6,774.6,0,16.6,16.6,16.6,0
4058618279,506308479,8.95,8.95,8.95,0,777.5,777.5,777.5,0,16.3,16.3,16.3,0
4058469461,506354950,8.85,8.85,8.85,0,783.7,785.6,784.3786,0.9104,16.7,16.7,16.7,0
4058632285,506335889,8.85,8.95,8.9283,0.0412,794.9,797.9,796.8652,1.1849,16.5,16.5,16.5,0
4058553288,506367148,8.95,8.95,8.95,0,741.1,742,741.325,0.3897,17,17.1,17.025,0.0433
4058556448,506364061,8.95,8.95,8.95,0,763.4,766.8,765.3179,1.686,17.3,17.4,17.3564,0.0496
4058469449,506345057,9.15,9.15,9.15,0,684.8,700.7,690.6907,5.1601,17.9,17.9,17.9,0
4058599306,506660143,9.25,9.25,9.25,0,732.2,732.2,732.2,0,14.8,14.8,14.8,0
4058561458,506478906,8.95,8.95,8.95,0,708.8,708.8,708.8,0,17,17,17,0
4058521610,506924432,9.45,9.45,9.45,0,603.5,603.5,603.5,0,16.5,16.5,16.5,0
4058616144,507133128,9.55,9.65,9.6484,0.0126,573.4,575.8,574.5903,0.6679,18,18.1,18.071,0.0454
4058498122,507540377,9.55,9.55,9.55,0,561.5,563.8,562.6394,0.7267,20.6,20.7,20.693,0.0256
4058544119,507682082,9.55,9.55,9.55,0,533.8,535.6,534.3188,0.6889,21.5,21.7,21.65,0.0661
4058632311,506580218,8.95,8.95,8.95,0,754,756.8,755.68,1.3717,14.9,14.9,14.9,0
4058562306,506572678,8.95,8.95,8.95,0,755.4,755.4,755.4,0,15,15,15,0
4058550292,506621797,9.15,9.15,9.15,0,748.7,753,752.363,1.5276,14.7,14.7,14.7,0
4058550296,506621797,9.15,9.15,9.15,0,748.7,753,752.363,1.5276,14.7,14.7,14.7,0
4058528503,507550738,9.25,9.25,9.25,0,706.1,719.9,708.0714,4.829,14.8,14.8,14.8,0
4058544118,506953021,9.55,9.55,9.55,0,637.5,638.3,637.8378,0.3951,15.4,15.4,15.4,0
4058565641,506848656,9.45,9.45,9.45,0,639.9,639.9,639.9,0,16.2,16.2,16.2,0
4058515302,506700364,9.25,9.25,9.25,0,671.8,674,672.9733,0.9602,14.9,14.9,14.9,0
4058525502,506810809,9.35,9.45,9.3591,0.0287,648.3,651.3,651.0273,0.8624,15.5,15.5,15.5,0
4058528508,506815418,9.45,9.45,9.45,0,648.3,649.5,649.4,0.3317,15.5,15.6,15.5917,0.0276
4058625495,506816482,9.45,9.45,9.45,0,646.1,649.5,646.7375,1.3271,15.6,15.6,15.6,0
4058625497,506820013,9.45,9.45,9.45,0,646.1,647.2,647.037,0.3908,15.6,15.6,15.6,0
4058625503,506820013,9.45,9.45,9.45,0,646.1,647.2,647.037,0.3908,15.6,15.6,15.6,0
4058524493,506822488,9.45,9.45,9.45,0,647.2,647.2,647.2,0,15.6,15.6,15.6,0
4058481616,506836366,9.15,9.15,9.15,0,639.4,643.2,643,0.6872,16.6,16.7,16.6161,0.0368
4058602636,506877540,9.35,9.35,9.35,0,628.2,628.7,628.2357,0.1288,16.6,16.6,16.6,0
4058549293,506474689,8.85,8.95,8.8612,0.0316,656.5,660.1,658.3776,1.2463,16.9,16.9,16.9,0
4058525509,506867212,9.45,9.45,9.45,0,623.3,624.3,623.4471,0.3542,16.3,16.3,16.3,0
4058531507,506870285,9.45,9.45,9.45,0,621.1,624.9,622.5417,1.6325,16.3,16.3,16.3,0
4058525503,506874389,9.45,9.45,9.45,0,621.3,621.3,621.3,0,16.3,16.3,16.3,0
4058568492,506872847,9.45,9.45,9.45,0,621.3,622.1,621.707,0.2178,16.3,16.3,16.3,0
4058544116,506907383,9.45,9.45,9.45,0,612.1,614.2,612.352,0.6824,16.4,16.4,16.4,0
4058503133,506922210,9.45,9.45,9.45,0,606.4,608.1,607.6278,0.7614,16.4,16.4,16.4,0
4058503131,506922210,9.45,9.45,9.45,0,606.4,608.1,607.6278,0.7614,16.4,16.4,16.4,0
4058544136,506922210,9.45,9.45,9.45,0,606.4,608.1,607.6278,0.7614,16.4,16.4,16.4,0
4058498135,506922210,9.45,9.45,9.45,0,606.4,608.1,607.6278,0.7614,16.4,16.4,16.4,0
