"id","subc_id","elev_mean","flowpos_mean","outlet_dist_dw_basin_mean","outlet_dist_dw_scatch_mean","channel_dist_up_seg_mean","?column?"
4058557792,506846171,34.0043,81.0029,168776.0156,405.1277,406.8,NA
4058557796,507906454,70.2311,11.4243,679610.6875,465.0667,491.125,NA
4058557806,508028139,95.8476,4.6898,563959.6875,246.1905,260.5,NA
4058558974,506568041,2.325,0.4411,9651.125,214.125,135.5,NA
4058559036,506859919,4.4917,94.9283,39614.082,142.4167,164,NA
4058566443,508049169,101.1,804.4798,732150.75,149.375,185.3333,NA
4058579332,508197244,122.9786,88.6034,633998.8125,178,184.4,NA
4058585562,508015378,317.2936,15.8215,504002.7188,418.1064,398.0909,NA
4058585589,506922210,19.6833,423.8577,202196.8906,213.6111,255.25,NA
4058585626,507019339,26.2556,1.3745,255600,181,136.5,NA
4058585640,507840309,79.9667,10.4883,460024.2813,296.8095,247.5,NA
4058586975,506358944,2.0466,32.8639,53978.1016,562,545.6,NA
4058586982,506397863,15.7484,39.6336,80770.4219,295.5806,235.3333,NA
4058587016,506399368,27.9409,10.5105,91026.9531,261.7727,270.6667,NA
4058587030,506472307,19.3189,93.4607,59048,623.6486,577.7857,NA
4058587042,506296252,0.9478,2.7255,11880.1309,277.6957,322.2,NA
4058587442,507290269,31.778,62.8091,423434.6875,1076.0508,522.6667,NA
4058587448,507149563,55.8091,9.5101,468725.9688,488.3636,460.5,NA
4058587453,507143498,50.4273,0.2673,470003,131,163,NA
4058588605,509348778,85.688,41.8479,595683.8125,265.8,282.8571,NA
4058589629,507805949,47.7746,1.7263,311369.0938,561.1746,438.6667,NA
4058589703,507652122,46.375,81.1134,229357,118,114.3333,NA
4058589745,508021435,23.325,114.2912,225282.3906,445.3269,356.8333,NA
4058592131,506338617,1.7,28.8236,35608.332,209.7143,199,NA
4058594645,506973186,17.9568,5.2161,177840.75,397.3784,393.6364,NA
4058597640,507477107,43.3188,0.786,535334.9375,673.2875,665.6154,NA
4058597659,507155014,7.8738,0.3904,200617.1875,393.7381,243.75,NA
4058597671,507357512,31.5231,2.1747,401355.9375,264.3846,111.5,NA
4058597735,506943581,41.4053,52.8558,497072.8438,240.8947,262.4,NA
4058597739,507769127,55.2361,0.364,664173.6875,1603.1257,1654.881,NA
4058597777,507018243,34.6195,0.1819,326988.375,719.8052,373.7778,NA
4058597793,506819641,13.4,226.9476,156998.75,124.75,139,NA
4058597801,508089405,98.9893,28.4656,591133.125,255.1071,204.6,NA
4058597854,507467670,37.4146,163.2337,445372.4063,480.4792,469.2222,NA
4058600009,506762426,1.8442,82.9877,46573.9063,810.0947,797,NA
4058600031,506774889,1.855,2.0685,42654.5,344.35,336.7778,NA
4058600048,507889874,118.9074,390.8397,355179.6563,285.037,288,NA
4058600065,506819918,6.311,4.9685,37107.8047,660.3049,693.25,NA
4058600077,507020898,27.1217,302.0248,86371.5625,312.4783,278.2,NA
4058602026,506716187,20.9429,86.2525,118813,129.2857,136,NA
4058602048,506905711,18.3,16.4648,48194.4688,166.8824,164.3333,NA
4058602064,506849627,13.4645,180.5755,73364.0938,694.2105,530.6667,NA
4058609414,508195276,141.2604,0.115,769748.3125,863.8021,824.25,NA
4058609425,508131296,118.8133,315.2348,749264.25,189.9333,184.3333,NA
4058609452,508003486,102.65,416.8547,744998.8125,576.1667,524.1111,NA
4058612799,506520910,35.7467,6.1207,63938.4336,327.9,216,NA
4058612817,506451745,14.2522,12.0293,75360.7813,570.8986,502.4,NA
4058612840,506503334,23.3197,17.6358,57687.4609,505.4918,493.8889,NA
4058612844,506310688,9.0333,11.8019,76335.9453,269.2222,264.75,NA
4058612881,506261292,15.8734,12.8133,59441.7969,462.9063,322.5556,NA
4058612908,506483575,7.4294,28.7415,37969.1758,200.5294,162.6667,NA
4058612929,506422776,3.36,129.9856,62217.6016,91.2,108,NA
4058612931,506362737,31.5444,2.0891,45025.4453,137.2222,146.5,NA
4058612984,506433795,6.5481,3.7748,62344.332,252.3333,253.3333,NA
4058615566,508472689,190.2129,296.7342,607099.0625,630.7426,461,NA
4058615643,507865887,476.0187,6.7715,572125.5625,266.1875,149.6667,NA
4058620814,506270805,5.3829,13.8197,21369.6094,417.7561,233.1667,NA
4058620818,506603813,39.7686,4.2863,75443.625,332.7714,298.8333,NA
4058620936,506402537,11.4455,68.4766,75222.9063,290.2727,279,NA
4058620943,506472591,6.21,10.0654,33428.3008,125.3,162,NA
4058620975,506423314,1.7167,36.4707,31109.834,185.2778,227.6,NA
4058621002,506483807,1.0059,0.9915,15207.0977,439.1176,403.7778,NA
4058621040,506425359,16.1421,34.8773,30804.1055,451.9474,422.4444,NA
4058622989,507166944,11.8714,585.9076,190334.625,230.7143,225.7143,NA
4058623044,507152475,35.2684,52.7262,188143.0469,322.0526,201.3333,NA
4058629842,506304160,19.3731,20.4327,6978.9614,408.3846,402.4286,NA
4058629928,506598488,34.4553,9.1703,67776.3438,339.2105,193.5,NA
4058629999,506539304,38.5919,13.1944,60006,265.1622,227.8571,NA
4058630042,506539304,38.5919,13.1944,60006,265.1622,227.8571,NA
4058630044,506331871,9.972,15.0033,75609.9766,406.86,386.7143,NA
4058634337,508493740,203.3333,512.0027,574140.25,181.9167,164.5,NA
